Record_ID,Entity_Name,State,Covered_Entity_Type,Individuals_Affected,Submission_Date,Submission_Year,Submission_Month,Breach_Type,Information_Location,Business_Associate_Present,Investigation_Status,Large_Breach_100K,Log_Individuals_Affected,Business_Associate_Flag,Hacking_IT_Flag,Unauthorized_Access_Flag,Theft_Flag,Loss_Flag,Improper_Disposal_Flag,Potential_Duplicate_Flag,Model_Ready_Flag
HHS-000918,"Wilson & Company, Inc., Engineers & Architects Health and Welfare Benefit Plan",NM,Health Plan,1867,2024-06-04,2024,6,Hacking/IT Incident,Network Server,No,Archived,0,7.5326236187887883,0,1,0,0,0,0,0,1
HHS-000919,Woodfords Family Services,ME,Healthcare Provider,500,2024-06-03,2024,6,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Email, Network Server",No,Archived,0,6.2166061010848646,0,1,0,0,0,0,0,1
HHS-000920,Mending Minds LLC dba Walnut Creek Psychiatry,IA,Healthcare Provider,733,2024-06-01,2024,6,Unauthorized Access/Disclosure,Electronic Medical Record,No,Archived,0,6.5985090286145152,0,0,1,0,0,0,0,1
HHS-000921,Adventist Health Tulare,CA,Healthcare Provider,70802,2024-05-31,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,0,11.167656651665462,1,1,0,0,0,0,0,1
HHS-000922,Delta Specialty Hospital,TN,Healthcare Provider,1998,2024-05-31,2024,5,Hacking/IT Incident,Email,No,Archived,0,7.6004023345003997,0,1,0,0,0,0,0,1
HHS-000923,"Crestwyn Behavioral Health Hospital, Inc.",TN,Healthcare Provider,1757,2024-05-31,2024,5,Hacking/IT Incident,Email,No,Archived,0,7.4719320782451222,0,1,0,0,0,0,0,1
HHS-000924,Easterseals Central Illinois,IL,Healthcare Provider,14855,2024-05-31,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,9.6061591030325424,0,1,0,0,0,0,0,1
HHS-000925,"AmerisourceBergen Specialty Group, LLC",PA,Healthcare Provider,3102,2024-05-31,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,8.0401246644483795,0,1,0,0,0,0,0,1
HHS-000926,"FC Compassus, LLC",TN,Healthcare Provider,1383,2024-05-31,2024,5,Hacking/IT Incident,Email,No,Archived,0,7.2327331361776146,0,1,0,0,0,0,0,1
HHS-000927,"Boston IVF, LLC",MA,Healthcare Provider,604,2024-05-30,2024,5,Unauthorized Access/Disclosure,Paper/Films,No,Archived,0,6.4052284580308418,0,0,1,0,0,0,0,1
HHS-000928,"Lakeview Health Systems, LLC",FL,Healthcare Provider,10772,2024-05-29,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,9.284798282894192,0,1,0,0,0,0,0,1
HHS-000929,Orchard Park Fire District EMS,NY,Healthcare Provider,2089,2024-05-29,2024,5,Hacking/IT Incident,Email,No,Archived,0,7.6449193449588568,0,1,0,0,0,0,0,1
HHS-000930,"Fora Health, Inc.",OR,Healthcare Provider,1568,2024-05-28,2024,5,Hacking/IT Incident,Email,No,Archived,0,7.3581937527330323,0,1,0,0,0,0,0,1
HHS-000931,"Florida Digestive Health Specialists, LLP",FL,Healthcare Provider,3205,2024-05-27,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,8.0727793331694979,0,1,0,0,0,0,0,1
HHS-000932,"iCircle Services of the Finger Lakes, Inc.",NY,Health Plan,3414,2024-05-24,2024,5,Hacking/IT Incident,Email,No,Archived,0,8.1359327720048906,0,1,0,0,0,0,0,1
HHS-000933,Montefiore Einstein Advance Care,NY,Healthcare Provider,2356,2024-05-24,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,7.7651449029361315,0,1,0,0,0,0,0,1
HHS-000934,"AmerisourceBergen Specialty Group, LLC",PA,Healthcare Provider,252214,2024-05-24,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,12.438037177350161,0,1,0,0,0,0,0,1
HHS-000935,A&A Services d/b/a Sav-Rx,NE,Business Associate,2812336,2024-05-24,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,1,14.849526368259768,1,1,0,0,0,0,0,1
HHS-000936,Moffitt Cancer Center and Research Institute,FL,Healthcare Provider,756,2024-05-24,2024,5,Unauthorized Access/Disclosure,Other,No,Archived,0,6.6293632534374485,0,0,1,0,0,0,0,1
HHS-000937,City of St. Cloud,FL,Health Plan,2273,2024-05-24,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,7.7292956743104817,0,1,0,0,0,0,0,1
HHS-000938,University of Chicago Medical Center,IL,Healthcare Provider,10332,2024-05-24,2024,5,Hacking/IT Incident,Email,No,Archived,0,9.2430979362143546,0,1,0,0,0,0,0,1
HHS-000939,"ALN Medical Management, LLC",NE,Business Associate,1323720,2024-05-23,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,1,14.095957268197914,1,1,0,0,0,0,0,1
HHS-000940,Summit Healthcare Regional Medical Center,AZ,Healthcare Provider,905,2024-05-23,2024,5,Unauthorized Access/Disclosure,Electronic Medical Record,No,Archived,0,6.8090393060429797,0,0,1,0,0,0,0,1
HHS-000941,Tri-City Healthcare District,CA,Healthcare Provider,108149,2024-05-23,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,11.591274431381205,0,1,0,0,0,0,0,1
HHS-000942,"Trionfo Solutions, LLC",IL,Business Associate,81588,2024-05-22,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,0,11.309449727943765,1,1,0,0,0,0,0,1
HHS-000943,McLean Hospital,MA,Healthcare Provider,2231,2024-05-21,2024,5,Unauthorized Access/Disclosure,Email,No,Archived,0,7.7106533235012016,0,0,1,0,0,0,0,1
HHS-000944,County of Los Angeles Department of Mental Health,CA,Healthcare Provider,1598,2024-05-20,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,7.3771337128339542,0,1,0,0,0,0,0,1
HHS-000945,Multnomah County Health Department,OR,Healthcare Provider,1092,2024-05-20,2024,5,Unauthorized Access/Disclosure,Laptop,No,Archived,0,6.9966814881765389,0,0,1,0,0,0,0,1
HHS-000946,Omni Healthcare Financial Holdings,NC,Business Associate,16852,2024-05-18,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,0,9.7322839614760195,1,1,0,0,0,0,0,1
HHS-000947,"Gastroenterology Associates of Central Florida, P.A./ Center for Digestive Health",FL,Healthcare Provider,121693,2024-05-17,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,11.709264976199041,0,1,0,0,0,0,0,1
HHS-000948,El Centro Del Barrio d/b/a CentroMed,TX,Healthcare Provider,400000,2024-05-17,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,12.899222326086994,0,1,0,0,0,0,0,1
HHS-000949,"Call 4 Health, Inc.",FL,Business Associate,10434,2024-05-17,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,0,9.2529208195113011,1,1,0,0,0,0,0,1
HHS-000950,Victoria Eye Center/Victoria Surgery Center/Victoria Vision Center,TX,Healthcare Provider,80000,2024-05-17,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,11.289794413577894,0,1,0,0,0,0,0,1
HHS-000951,"Brockton Area Multi Services, Inc.",MA,Healthcare Provider,21537,2024-05-16,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,9.9775740958888264,0,1,0,0,0,0,0,1
HHS-000952,"Pope & Conner Consulting, Inc.",WI,Business Associate,1035,2024-05-15,2024,5,Hacking/IT Incident,Email,Yes,Archived,0,6.9431224228194282,1,1,0,0,0,0,0,1
HHS-000953,Tobii Dynavox,PA,Healthcare Provider,1098,2024-05-14,2024,5,Hacking/IT Incident,Email,No,Archived,0,7.0021559544036212,0,1,0,0,0,0,0,1
HHS-000954,"Hypertension-Nephrology Associates, P.C.",PA,Healthcare Provider,39491,2024-05-14,2024,5,Hacking/IT Incident,"Electronic Medical Record, Network Server",No,Archived,0,10.583853398731341,0,1,0,0,0,0,0,1
HHS-000955,Badalamenti-Ferlito Orthodontics,MI,Healthcare Provider,1427,2024-05-14,2024,5,Unauthorized Access/Disclosure,Email,No,Archived,0,7.2640301428995295,0,0,1,0,0,0,0,1
HHS-000956,"TimeDoc, Inc",IL,Business Associate,1894,2024-05-13,2024,5,Theft,Laptop,Yes,Archived,0,7.5469741175165268,1,0,0,1,0,0,0,1
HHS-000957,"Superior Air-Ground Ambulance Service, Inc.",IL,Healthcare Provider,1039972,2024-05-10,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,13.854705309242087,0,1,0,0,0,0,0,1
HHS-000958,Children's Health Care,MN,Healthcare Provider,24183,2024-05-10,2024,5,Hacking/IT Incident,Email,No,Archived,0,10.093446536459293,0,1,0,0,0,0,0,1
HHS-000959,Precision Medical Products Inc.,CA,Healthcare Clearing House,1094,2024-05-09,2024,5,Hacking/IT Incident,Email,No,Archived,0,6.9985096422506015,0,1,0,0,0,0,0,1
HHS-000960,Texas Panhandle Centers,TX,Healthcare Provider,16394,2024-05-09,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,9.7047316892787485,0,1,0,0,0,0,0,1
HHS-000961,"WebTPA Employer Services, LLC (“WebTPA”)",TX,Business Associate,2518533,2024-05-08,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,1,14.739187544175982,1,1,0,0,0,0,0,1
HHS-000962,1st Choice Home Care,AR,Healthcare Provider,1600,2024-05-08,2024,5,Unauthorized Access/Disclosure,Electronic Medical Record,No,Archived,0,7.3783837129967145,0,0,1,0,0,0,0,1
HHS-000963,Winter Haven Hospital,FL,Healthcare Provider,2101,2024-05-08,2024,5,Unauthorized Access/Disclosure,Email,No,Archived,0,7.6506445514368968,0,0,1,0,0,0,0,1
HHS-000964,Delta Specialty Hospital,TN,Healthcare Provider,1019,2024-05-08,2024,5,Unauthorized Access/Disclosure,Email,No,Archived,0,6.9275579062783166,0,0,1,0,0,0,0,1
HHS-000965,Watson Clinic,FL,Healthcare Provider,280278,2024-05-08,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,12.543540814617394,0,1,0,0,0,0,0,1
HHS-000966,The Kennedy Collective,CT,Healthcare Provider,851,2024-05-07,2024,5,Hacking/IT Incident,Email,No,Archived,0,6.7475865268293154,0,1,0,0,0,0,0,1
HHS-000967,Allina Health System,MN,Healthcare Provider,715,2024-05-06,2024,5,Unauthorized Access/Disclosure,Electronic Medical Record,No,Archived,0,6.5736801669606457,0,0,1,0,0,0,0,1
HHS-000968,Kenneth Young Center,IL,Healthcare Provider,6842,2024-05-06,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,8.8309815109524976,0,1,0,0,0,0,0,1
HHS-000969,Columbia University Irving Medical Center,NY,Healthcare Provider,29629,2024-05-06,2024,5,Unauthorized Access/Disclosure,Network Server,No,Archived,0,10.29654264056761,0,0,1,0,0,0,0,1
HHS-000970,Redwood Coast Regional Center,CA,Healthcare Provider,24937,2024-05-03,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,10.124148023556531,0,1,0,0,0,0,0,1
HHS-000971,Panoramic Health,AZ,Business Associate,5445,2024-05-03,2024,5,Hacking/IT Incident,Email,Yes,Archived,0,8.6026366732337056,1,1,0,0,0,0,0,1
HHS-000972,"Affiliated Dermatologists and Dermatologic Surgeons, P.A.",NJ,Healthcare Provider,373680,2024-05-03,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,12.8311577712589,0,1,0,0,0,0,0,1
HHS-000973,Aetna ACE,CT,Health Plan,9191,2024-05-03,2024,5,Hacking/IT Incident,Network Server,Yes,Archived,0,9.1260888195285919,1,1,0,0,0,0,0,1
HHS-000974,"MedStar Health, Inc.",MD,Healthcare Provider,183079,2024-05-03,2024,5,Hacking/IT Incident,Email,No,Archived,1,12.117678494767578,0,1,0,0,0,0,0,1
HHS-000975,Grayson & Associates,AL,Healthcare Provider,573,2024-05-03,2024,5,Hacking/IT Incident,Network Server,No,Archived,0,6.3526293963195668,0,1,0,0,0,0,0,1
HHS-000976,Marpai Health,NY,Healthcare Provider,1129,2024-05-02,2024,5,Hacking/IT Incident,Email,No,Archived,0,7.0299729117063858,0,1,0,0,0,0,0,1
HHS-000977,"United Seating and Mobility, L.L.C., d/b/a Numotion",TN,Healthcare Provider,688852,2024-05-01,2024,5,Hacking/IT Incident,Network Server,No,Archived,1,13.442783174547824,0,1,0,0,0,0,0,1
HHS-000978,UnitedHealthcare Insurance Company,CT,Business Associate,16665,2024-05-01,2024,5,Unauthorized Access/Disclosure,Paper/Films,Yes,Archived,0,9.7211259949421525,1,0,1,0,0,0,0,1
HHS-000979,Merchants Benefit Administration,AZ,Health Plan,767,2024-04-30,2024,4,Hacking/IT Incident,Email,No,Archived,0,6.6437897331476723,0,1,0,0,0,0,0,1
HHS-000980,"Allergy Medical Group of the North Area, Inc.",CA,Healthcare Provider,6934,2024-04-29,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,8.8443363327489326,0,1,0,0,0,0,0,1
HHS-000981,AMERICAN RENAL MANAGEMENT,TN,Business Associate,501,2024-04-29,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,6.2186001196917289,1,1,0,0,0,0,0,1
HHS-000982,Inland Physicians Billing Services,CA,Healthcare Clearing House,77434,2024-04-27,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,11.257194153750275,0,1,0,0,0,0,0,1
HHS-000983,Signature Healthcare Services LLC,CA,Business Associate,14696,2024-04-27,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,9.5953986703066843,1,1,0,0,0,0,0,1
HHS-000984,"Guardant Health, Inc.",CA,Healthcare Provider,9309,2024-04-26,2024,4,Unauthorized Access/Disclosure,Network Server,No,Archived,0,9.1388443702711122,0,0,1,0,0,0,0,1
HHS-000985,"LivaNova USA, Inc.",TX,Business Associate,129031,2024-04-26,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,1,11.767815714597019,1,1,0,0,0,0,0,1
HHS-000986,"Forefront Dermatology, S.C. d/b/a Premier Dermatology",IL,Healthcare Provider,2297,2024-04-26,2024,4,Hacking/IT Incident,Email,No,Archived,0,7.7397944584087011,0,1,0,0,0,0,0,1
HHS-000987,OrthoConnecticut PLLC,CT,Healthcare Provider,178742,2024-04-26,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,12.093704298950287,0,1,0,0,0,0,0,1
HHS-000988,Aspire Health Alliance,MA,Healthcare Provider,17490,2024-04-26,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,9.7694417419070625,0,1,0,0,0,0,0,1
HHS-000989,Bay Oral Surgery & Implant Center,WI,Healthcare Provider,13055,2024-04-26,2024,4,Hacking/IT Incident,Email,No,Archived,0,9.4770030772038876,0,1,0,0,0,0,0,1
HHS-000990,Justice Resource Institute,MA,Healthcare Provider,23118,2024-04-26,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,10.048410069255738,0,1,0,0,0,0,0,1
HHS-000991,Empath-Stratum Inc. doing business as  Empath Health,FL,Healthcare Provider,40569,2024-04-25,2024,4,Hacking/IT Incident,Email,No,Archived,0,10.610784156200493,0,1,0,0,0,0,0,1
HHS-000992,Therapeutic Health Services,WA,Healthcare Provider,27170,2024-04-25,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,10.209905507043057,0,1,0,0,0,0,0,1
HHS-000993,County of Los Angeles Departments of Health Services and Public Health,CA,Healthcare Provider,252856,2024-04-25,2024,4,Hacking/IT Incident,Email,No,Archived,1,12.440579390522787,0,1,0,0,0,0,0,1
HHS-000994,Moffitt Cancer Center and Research Institute,FL,Healthcare Provider,26577,2024-04-24,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,10.187839084891452,1,1,0,0,0,0,0,1
HHS-000995,Kootenai Health,ID,Healthcare Provider,464088,2024-04-24,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,13.047831623159968,0,1,0,0,0,0,0,1
HHS-000996,"Medical Billing Specialists, Inc.",MA,Business Associate,43673,2024-04-24,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,10.684508238346313,1,1,0,0,0,0,0,1
HHS-000997,NorthBay Healthcare Corporation,CA,Healthcare Provider,569012,2024-04-23,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,13.251658559947654,0,1,0,0,0,0,0,1
HHS-000998,Cape Fear Aesthetics,NC,Healthcare Provider,1165,2024-04-23,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,7.0613343669104376,0,1,0,0,0,0,0,1
HHS-000999,Blackstone Valley Community Health Care,RI,Healthcare Provider,34518,2024-04-22,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,10.449265176063975,0,1,0,0,0,0,0,1
HHS-001000,The Georgia Institute for Plastic Surgery,GA,Healthcare Provider,8111,2024-04-22,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,9.0010997258309651,0,1,0,0,0,0,0,1
HHS-001001,Health First Urgent Care PLLC,WA,Healthcare Provider,4169,2024-04-22,2024,4,Unauthorized Access/Disclosure,Network Server,No,Archived,0,8.3356713147928474,0,0,1,0,0,0,0,1
HHS-001002,The Prudential Insurance Company of America,NJ,Health Plan,36075,2024-04-22,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,10.493383103285598,0,1,0,0,0,0,0,1
HHS-001003,Bluebonnet Trails Community Services,TX,Healthcare Provider,76165,2024-04-22,2024,4,Hacking/IT Incident,Email,No,Archived,0,11.240670447874752,0,1,0,0,0,0,0,1
HHS-001004,"South Texas Oncology and Hematology, PLLC",TX,Healthcare Provider,175195,2024-04-19,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,12.073660626173567,0,1,0,0,0,0,0,1
HHS-001005,"Advarra, Inc.",MD,Business Associate,596,2024-04-19,2024,4,Hacking/IT Incident,Email,Yes,Archived,0,6.3919171133926023,1,1,0,0,0,0,0,1
HHS-001006,"Bridgeway Center, Inc.",FL,Healthcare Provider,36353,2024-04-19,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,10.501059518173044,0,1,0,0,0,0,0,1
HHS-001007,Green Diamond Resource Company,WA,Health Plan,8172,2024-04-19,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,9.0085913175161298,0,1,0,0,0,0,0,1
HHS-001008,Montgomery County Board of Developmental Disabilities Services,OH,Business Associate,8819,2024-04-18,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,9.0847771490008373,1,1,0,0,0,0,0,1
HHS-001009,"Tobin, Carberry, O'Malley, Riley & Selinger, P.C.",CT,Business Associate,47106,2024-04-17,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,10.760176888919194,1,1,0,0,0,0,0,1
HHS-001010,"Hospice of the Bluegrass, Inc. dba Bluegrass Care Navigators",KY,Healthcare Provider,2282,2024-04-17,2024,4,Hacking/IT Incident,Email,No,Archived,0,7.7332456465297952,0,1,0,0,0,0,0,1
HHS-001011,Orthopedic and Fracture Clinic dba West Idaho Orthopedics and Sports Medicine,ID,Healthcare Provider,6146,2024-04-17,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,8.7237194369070092,0,1,0,0,0,0,0,1
HHS-001012,Philips Respironics,PA,Business Associate,1338,2024-04-16,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,7.1996783456911722,1,1,0,0,0,0,0,1
HHS-001013,Philips Respironics,PA,Business Associate,7539,2024-04-16,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,8.9279774610020013,1,1,0,0,0,0,0,1
HHS-001014,Philips Respironics,PA,Business Associate,5576,2024-04-16,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,8.6264062763895542,1,1,0,0,0,0,0,1
HHS-001015,"Moveable Feast, Inc.",MD,Healthcare Provider,568,2024-04-16,2024,4,Improper Disposal,Paper/Films,No,Archived,0,6.3438804341263308,0,0,0,0,0,1,0,1
HHS-001016,MHNU Corporation d/b/a Medical Home Network,IL,Business Associate,681,2024-04-16,2024,4,Hacking/IT Incident,Email,Yes,Archived,0,6.5250296578434623,1,1,0,0,0,0,0,1
HHS-001017,Dental Health Services,CA,Health Plan,4562,2024-04-16,2024,4,Unauthorized Access/Disclosure,Email,No,Archived,0,8.4257355809274017,0,0,1,0,0,0,0,1
HHS-001018,"Dental Health Services, Inc",WA,Health Plan,1778,2024-04-16,2024,4,Unauthorized Access/Disclosure,Email,No,Archived,0,7.4838066876658349,0,0,1,0,0,0,0,1
HHS-001019,Somerset Dental,NV,Healthcare Provider,11321,2024-04-16,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,9.3345030145966046,0,1,0,0,0,0,0,1
HHS-001020,Catholic Medical Center,NH,Healthcare Provider,2792,2024-04-15,2024,4,Hacking/IT Incident,Email,Yes,Archived,0,7.9348715659451772,1,1,0,0,0,0,0,1
HHS-001021,"Kaiser Foundation Health Plan, Inc.",CA,Health Plan,13400000,2024-04-12,2024,4,Unauthorized Access/Disclosure,Network Server,No,Archived,1,16.410765339548004,0,0,1,0,0,0,0,1
HHS-001022,Rebound Orthopedics & Neurosurgery,WA,Healthcare Provider,426536,2024-04-10,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,12.963454394788828,0,1,0,0,0,0,0,1
HHS-001023,American Healthcare Systems LLC dba Randolph Health,NC,Healthcare Provider,899,2024-04-10,2024,4,Hacking/IT Incident,Email,No,Archived,0,6.8023947633243109,0,1,0,0,0,0,0,1
HHS-001024,CompuNet Clinical Laboratories,OH,Healthcare Provider,6963,2024-04-10,2024,4,Unauthorized Access/Disclosure,Other Portable Electronic Device,No,Archived,0,8.8485093008880789,0,0,1,0,0,0,0,1
HHS-001025,"Spurwink Services, Inc.",MS,Healthcare Provider,27332,2024-04-09,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,10.215850042381968,0,1,0,0,0,0,0,1
HHS-001026,The Epilepsy Foundation of Metro New York,NY,Healthcare Provider,3852,2024-04-08,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,8.2566073446261576,0,1,0,0,0,0,0,1
HHS-001027,"Knowles Smith & Associates, d/b/a Village Family Dental",NC,Healthcare Provider,240214,2024-04-08,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,12.389289634638262,0,1,0,0,0,0,0,1
HHS-001028,Group Health Cooperative of South Central Wisconsin,WI,Health Plan,533809,2024-04-08,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,13.187795249385182,0,1,0,0,0,0,0,1
HHS-001029,"Island Ambulatory Surgery Center, LLC",NY,Healthcare Provider,8266,2024-04-05,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,9.0200269652526757,0,1,0,0,0,0,0,1
HHS-001030,Sleep Management Institute,OH,Healthcare Provider,500,2024-04-05,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,6.2166061010848646,0,1,0,0,0,0,0,1
HHS-001031,"Gaia Software, LLC",CO,Business Associate,56676,2024-04-05,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,10.945123763681188,1,1,0,0,0,0,0,1
HHS-001032,"BlueCross BlueShield of Tennessee, Inc.",TN,Business Associate,717,2024-04-05,2024,4,Unauthorized Access/Disclosure,Network Server,Yes,Archived,0,6.576469569048224,1,0,1,0,0,0,0,1
HHS-001033,"Jackson Medical Center, LLC",AL,Healthcare Provider,16892,2024-04-05,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,9.7346546139227286,0,1,0,0,0,0,0,1
HHS-001034,Zuckerberg San Francisco General Hospital and Trauma Center,CA,Healthcare Provider,754,2024-04-04,2024,4,Loss,Paper/Films,No,Archived,0,6.6267177492490248,0,0,0,0,1,0,0,1
HHS-001035,"Politzer and Durocher, PLC d/b/a Optometric Physicians of Middle Tennessee",TN,Healthcare Provider,24996,2024-04-04,2024,4,Hacking/IT Incident,Network Server,No,Archived,0,10.126511096649761,0,1,0,0,0,0,0,1
HHS-001036,Cattaraugus-Allegany Board of Cooperative Education Services,NY,Business Associate,15203,2024-04-04,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,9.6293138301091386,1,1,0,0,0,0,0,1
HHS-001037,UNC Hospitals,NC,Healthcare Provider,3142,2024-04-02,2024,4,Hacking/IT Incident,Email,No,Archived,0,8.0529330367975671,0,1,0,0,0,0,0,1
HHS-001038,Advanced Care Hospital of Montana,MT,Healthcare Provider,2331,2024-04-02,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,7.754481547470383,1,1,0,0,0,0,0,1
HHS-001039,"Continuum Health Alliance, LLC",NJ,Business Associate,377119,2024-04-01,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,1,12.840318718169957,1,1,0,0,0,0,0,1
HHS-001040,Rutgers Robert Wood Johnson Medical School,NJ,Healthcare Provider,2399,2024-04-01,2024,4,Unauthorized Access/Disclosure,Email,No,Archived,0,7.7832240163360371,0,0,1,0,0,0,0,1
HHS-001041,University of Tennessee Health Science Center,TN,Healthcare Provider,19353,2024-04-01,2024,4,Hacking/IT Incident,Network Server,Yes,Archived,0,9.8706543954408872,1,1,0,0,0,0,0,1
HHS-001042,"Otolaryngology Associates, LLC",IN,Healthcare Provider,316802,2024-04-01,2024,4,Hacking/IT Incident,Network Server,No,Archived,1,12.66603540857454,0,1,0,0,0,0,0,1
HHS-001043,"Northern Virginia Oral, Maxillofacial & Implant Surgery",VA,Healthcare Provider,4333,2024-03-29,2024,3,Hacking/IT Incident,Network Server,No,Archived,0,8.3742461820963037,0,1,0,0,0,0,0,1
HHS-001044,PRATT MRI LLC,KS,Business Associate,4265,2024-03-29,2024,3,Loss,Other Portable Electronic Device,Yes,Archived,0,8.3584318990312951,1,0,0,0,1,0,0,1
HHS-001045,Delta Health System,MS,Healthcare Provider,216532,2024-03-29,2024,3,Hacking/IT Incident,Network Server,No,Archived,1,12.285498239751444,0,1,0,0,0,0,0,1
HHS-001046,South Texas Rehabilitation Hospital,TX,Healthcare Provider,4130,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,8.3262747873967644,1,1,0,0,0,0,0,1
HHS-001047,Rehabilitation Hospital of Northern Indiana,IN,Healthcare Provider,1643,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,7.404887575616125,1,1,0,0,0,0,0,1
HHS-001048,Rehabilitation Hospital of Northern Arizona,AZ,Healthcare Provider,3287,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,8.0980347561760713,1,1,0,0,0,0,0,1
HHS-001049,Mesquite Rehabilitation Institute,TX,Healthcare Provider,3317,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,8.1071174707503904,1,1,0,0,0,0,0,1
HHS-001050,Northern Utah Rehabilitation Hospital,UT,Healthcare Provider,3477,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,8.1542126949142286,1,1,0,0,0,0,0,1
HHS-001051,Northern Idaho Advanced Care Hospital,ID,Healthcare Provider,5606,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,8.6317710961236731,1,1,0,0,0,0,0,1
HHS-001052,Olive View-UCLA Medical Center,CA,Healthcare Provider,3716,2024-03-29,2024,3,Theft,Paper/Films,No,Archived,0,8.2206721702972523,0,0,0,1,0,0,0,1
HHS-001053,Mesquite Specialty Hospital,TX,Healthcare Provider,1244,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,7.1268908088988079,1,1,0,0,0,0,0,1
HHS-001054,Baylor College of Medicine,TX,Healthcare Provider,801,2024-03-29,2024,3,Hacking/IT Incident,Email,Yes,Archived,0,6.6871086078665147,1,1,0,0,0,0,0,1
HHS-001055,Laredo Specialty Hospital,TX,Healthcare Provider,1242,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,7.1252830915107115,1,1,0,0,0,0,0,1
HHS-001056,Laredo Rehabilitation Hospital,TX,Healthcare Provider,1785,2024-03-29,2024,3,Hacking/IT Incident,Network Server,Yes,Archived,0,7.4877337614364441,1,1,0,0,0,0,0,1
